2.393131953046579099e+02,2.209357031306030876e+02,1.948243786604713819e+02,1.961026750963721099e+02,1.550724225559756633e+02,1.494901457368568458e+02,1.511909628673977579e+02,1.843567347581652882e+02,2.085553617476164732e+02,1.525284030403017823e+02,1.589071150712606482e+02,1.759912092402055919e+02,1.649808071025952358e+02,2.124691724277272158e+02,1.099915714821629820e+02,1.275972250884196200e+02,6.961788464545152211e-01,7.212748377516564613e-01,7.406508708242178773e-01,7.597037436579657799e-01,7.531229144039592871e-01,8.177592960845752046e-01,8.440285508774908463e-01,8.601375785369121951e-01
1.911891985001927878e+02,1.999906313779223979e+02,2.102567408458046145e+02,2.250888213817034398e+02,2.409843725016329188e+02,3.451850177815065308e+02,3.062673054331412459e+02,2.957310440599865160e+02,2.391445871361128468e+02,2.519882631717958361e+02,2.885073168846809608e+02,3.484316235301101301e+02,4.096581919591854444e+02,2.949823365592938558e+02,4.050026639121214771e+02,6.712565269895866322e+02,4.086359950193010349e-01,5.074717799000605378e-01,5.665905717751075210e-01,5.924957976750376831e-01,5.670938117291306479e-01,5.972459272957887366e-01,5.916662239485468433e-01,5.892341509508226549e-01
1.248143430821400273e+02,1.388944673266438485e+02,1.502841641057005688e+02,1.577745548323784135e+02,1.346102250038499619e+02,1.248920436024042573e+02,1.088952886044220065e+02,1.256937389260413767e+02,1.539871805352918557e+02,1.399993323700407188e+02,8.397721864587111895e+01,9.103616474317898621e+01,1.849005103976430320e+01,3.999061456266682058e+01,3.881359998758365748e+01,3.399899314623495883e+01,7.547337653704313531e-01,6.722283384676815965e-01,5.401886815332545000e-01,4.125821066720706254e-01,3.552979142599371754e-01,3.383535741335150782e-01,3.722719229017199538e-01,4.160913087008052957e-01
1.288145694373677053e+01,1.691118738243786623e+01,3.271115497914740899e+01,4.681512393001183625e+01,8.208229986701743996e+01,9.898374361157962653e+01,1.210107284017035170e+02,1.410262221466092569e+02,4.537339905362873083e+01,6.555609533002355249e+01,2.496473980897684442e+01,1.329589044885841886e+01,5.248065853569477923e+01,1.186280955567978737e+02,1.372862119158709788e+02,1.889974235167356369e+02,3.070723660101516428e-01,2.461782987228832154e-01,1.935174540987683600e-01,1.593552484385419021e-01,1.426588918184885924e-01,9.134783875758499538e-02,7.852993728447095478e-02,7.483532158204278528e-02
4.066744135049654005e+02,3.503831295150871483e+02,3.339340891387030865e+02,2.889113962033928829e+02,2.550062384194621927e+02,2.227563442926283130e+02,1.946088359287658989e+02,1.852765221434472664e+02,2.914071447163676112e+02,3.481686110729713732e+02,3.024089089325680675e+02,2.648065085312148881e+02,2.174037628757517666e+02,2.399002262351356762e+02,1.866078478459183145e+02,1.642561748992652895e+02,3.081806744754344574e-01,3.147793236780253578e-01,3.965900219182256214e-01,4.376042873439838776e-01,4.961278602196361742e-01,5.206983881919894364e-01,5.559461240940110072e-01,4.759733438449333942e-01
1.275783880642283918e+02,1.212428947893087354e+02,1.333581796040694485e+02,1.549270435743403027e+02,1.918147263712264419e+02,2.219216521843802070e+02,2.372290354892712116e+02,2.252561873669200736e+02,6.793922903940369906e+01,1.149781040204106830e+02,1.349855533669899614e+02,1.619942583631479920e+02,1.538505456515214860e+02,2.275505584362025786e+02,1.819579847232018324e+02,1.233997337692989049e+02,1.494028321484204835e-01,7.723816289602238039e-02,7.316477117769631944e-02,6.103580777545911107e-02,6.079313047869011610e-02,4.944379648507601921e-02,5.114325224593770092e-02,5.932310491940423480e-02
2.299086565627275434e+02,2.294740957761384550e+02,2.274836876105767942e+02,2.260380518436014370e+02,2.041111933533760805e+02,1.737281097294807637e+02,1.905262778517358413e+02,1.697712491258811269e+02,1.804732804165141431e+02,1.784882602257301585e+02,1.417471714756784138e+02,1.875880760176220861e+02,1.899857422814957317e+02,1.389665628900318950e+02,1.813458605378575328e+02,1.589496933097812246e+02,5.244703732249677008e-01,5.094804042510798769e-01,5.755232304551193279e-01,5.592302144557120824e-01,5.961746633681100915e-01,6.600426985200977814e-01,6.863193313027105003e-01,7.063498962206031795e-01
5.123045475812873661e+01,7.491360152014800633e+01,7.582656862909547613e+01,4.999240460350193871e+01,2.557979049752087519e+01,4.578395780572989082e+01,7.781287024165519028e+01,8.174364096693732051e+01,3.360169085289606983e+01,9.948003559908806892e+01,2.796374570645514979e+01,6.499441032686145547e+01,-7.842497989931279667e-03,-9.201196713606134281e-04,4.996892840969795913e+01,4.296483216776218228e+01,4.654420107812650698e-01,4.784832188731342750e-01,4.666672224224194254e-01,5.056940946997768860e-01,5.072354762569719622e-01,5.011084216058594443e-01,4.756224187482909760e-01,4.911347648892084305e-01
3.075531938735497306e+02,3.293373947958735926e+02,3.436156862550692495e+02,3.198494930422986045e+02,3.108650249502448446e+02,3.709342674941653399e+02,4.578604963630913289e+02,5.317453134558625152e+02,2.999316201175520860e+02,1.989912827795190822e+02,3.199662898124927324e+02,2.119364630193963706e+02,3.226866523830594247e+02,3.514503340341174180e+02,3.616386570144587722e+02,4.780385052293230501e+02,1.211150852805665118e-01,1.559933640659797449e-01,2.001787806183720486e-01,2.195497115662836118e-01,2.523069693556598825e-01,3.506938420265096057e-01,3.259257688252905072e-01,3.082549777667543123e-01
4.951997837703415826e+02,5.499809636368933070e+02,5.699722030106331658e+02,5.523003395764594643e+02,5.011025998462043276e+02,4.799779836265325912e+02,4.051066076315105420e+02,3.698957595275488757e+02,5.399977764424320412e+02,6.722479350846864463e+02,5.373122790304528280e+02,6.517090820195568313e+02,6.781621663629430259e+02,6.500820577547636958e+02,4.835296209317024818e+02,4.834449902468555820e+02,2.006982459406243813e-02,1.767860276264982336e-02,1.637922543430958902e-02,1.876295462514812259e-02,2.039806504562917747e-02,2.614455022073700410e-02,2.481066064880400532e-02,2.437810500544009690e-02
9.267845106551192202e+01,1.000977765919951565e+02,9.652949819389596087e+01,9.761522100723315987e+01,1.106115790693881422e+02,1.299106984529119870e+02,1.109679552449962046e+02,8.623289290665890405e+01,9.999222778071575135e+01,8.591625545322791879e+01,8.877574085492098277e+01,3.498976684753946387e+01,2.179798768561145650e+01,5.348007354109736156e+01,9.855993441571747837e+00,1.076846339216448811e+01,5.376762688861730366e-01,5.804794204012833081e-01,5.880794421845534359e-01,5.963070983409224368e-01,7.014354129724584830e-01,7.987356035264423504e-01,8.206462837440517966e-01,8.407404440625066977e-01
1.694260554665484904e+02,1.949706516138574841e+02,2.690198029329696965e+02,3.322125464142857822e+02,3.993041080867010919e+02,3.500519238109177422e+02,2.610921949398748438e+02,1.974260851205705478e+02,1.807675728784604985e+02,6.215123622121100766e+01,1.299965190749231283e+02,2.649574524626277707e+02,4.101836343319078537e+02,3.119119887846948131e+02,1.927071904947489145e+02,2.649511522740709779e+02,3.924330309930639249e-01,2.977299449828885725e-01,2.313396020796094077e-01,2.240699208658695485e-01,1.376629528586301998e-01,8.919084576828313626e-02,8.934677589635471595e-02,1.323442730841340176e-01
1.745965761375940986e+02,1.618940034001946628e+02,1.525127967139738985e+02,1.421137103685622947e+02,1.681917795564060327e+02,1.773138843385334269e+02,1.862025829173706768e+02,1.667235473901665159e+02,6.338699336381403526e+01,1.095444122140452237e+01,3.296066884142297226e+01,9.885234736177031323e+01,1.817561633584975596e+02,1.419426351813062865e+02,1.537028443334266399e+02,1.549538811719463069e+02,4.491656348711575014e-02,3.230804926863419663e-02,2.968336493666377113e-02,3.423000560803279163e-02,3.599713451411783172e-02,4.510586014191421411e-02,3.276130559326706493e-02,2.049375382777582008e-02
4.211603328297264852e+02,4.778021102818861436e+02,5.390073322346447640e+02,5.586395369889334006e+02,4.672380554482017487e+02,3.483115738824483856e+02,3.083305977356147878e+02,2.335885225038446436e+02,3.799677474138672437e+02,4.584703341488485080e+02,6.997124102265607917e+02,9.410367109400077652e+02,7.742174822079772412e+02,5.099694419309518594e+02,3.212092890310402709e+02,3.514319082065215412e+02,4.944518153157054924e-02,3.369956220200389513e-02,2.707318302737117544e-02,2.115182458598656445e-02,1.656564417720766264e-02,1.427083899572889961e-02,1.015951885633882210e-02,1.179478834964286897e-02
3.432674815832776289e+02,3.388919365520856672e+02,2.999481428938402701e+02,3.710742156011817201e+02,4.314383911850880509e+02,4.272656651956408496e+02,3.140353482447914644e+02,2.962293409364536387e+02,1.785132895293833712e+02,1.819608522366139027e+02,1.809436541255443558e+02,3.375560842368756767e+02,3.199914791441185571e+02,2.706940822474953734e+02,3.158648891851979670e+02,2.009740880075526661e+02,6.613356350367129155e-02,6.331381659172563570e-02,4.953482673050494528e-02,6.062015861177377785e-02,6.046053631519265892e-02,6.005578613544838157e-02,6.164675564739609953e-02,6.735358882350526988e-02
1.890096543650773526e+02,1.788954641053689159e+02,1.448188376167916545e+02,1.296763523041261124e+02,9.151117864340167785e+01,9.512350178304254200e+01,1.038956405987425597e+02,1.206850173029755098e+02,2.411721459381286934e+02,2.276992107633644764e+02,2.687312383132585296e+02,1.274480505841592617e+02,1.855792985501146219e+01,7.199248158667937503e+01,1.281784550646441687e+02,3.120680739014105711e+02,4.640719224787651642e-01,4.913603316985566960e-01,5.267797205717263953e-01,5.347046608005869839e-01,5.378767411863275560e-01,5.134164266816341193e-01,5.031136891348493290e-01,4.934654656634339109e-01
8.557563001255971358e+00,1.010133417931847610e+01,2.308386426763507160e+01,3.298778666805681326e+01,2.547278976305400633e+01,7.005735594575557457e+01,6.655455784123837759e+01,4.791468581072395239e+01,-2.009434680351223079e+00,2.458848367730834283e+01,4.770120597049209543e+00,2.350636313247398235e+01,1.370735511195524126e+01,3.533005912090697587e-02,9.989847917704469893e+00,5.394629972166796739e-01,1.973575451385659596e-01,2.529312635917979613e-01,3.153885861582942374e-01,3.322166280806050365e-01,3.714097585035575633e-01,4.473602496136392381e-01,4.211995329327730686e-01,3.732589552660567911e-01
2.182349834742561541e+02,2.261297256093834562e+02,2.531198741984011633e+02,2.504147745687340603e+02,2.168833760416258372e+02,1.685514819011172847e+02,1.581484577895682264e+02,1.466106302152928720e+02,1.804936602125940510e+02,1.670704136869697720e+02,2.515034334129010745e+02,2.687892910349631279e+02,2.633585046133409264e+02,1.999377282665314510e+02,1.199946938876296940e+02,5.498469841606603836e+01,4.711862409489820380e-01,4.687575742007342727e-01,4.418136281090737083e-01,4.113296303784172436e-01,4.058767903302332170e-01,3.753018383838541694e-01,3.415963004826681471e-01,3.438387163251063194e-01
4.793517575093130034e+01,6.973349461599197241e+01,8.309746040734086137e+01,8.173024138143472328e+01,8.594649912607822273e+01,9.093822862304703847e+01,9.800775295337382431e+01,1.085477970006577380e+02,1.219901285633637968e+02,9.147323423097439843e+01,7.197150358781418333e+01,3.599726049945012107e+01,5.941203988488246068e+01,4.396658307973170565e+01,4.499574572386836735e+01,1.139615951800396800e+02,7.846988559171420574e-01,7.594345755378223428e-01,7.120176627322917229e-01,6.524870880590116773e-01,5.941218993222502354e-01,6.081740299135278693e-01,5.967125698415410850e-01,5.627176533757821675e-01
1.009385600665512186e+02,9.559792823335133960e+01,1.025388004204931320e+02,1.183489953037126128e+02,1.234006275086846074e+02,9.956035421549749742e+01,5.465880391952693884e+01,2.009802874809231099e+01,1.099907583508580444e+02,1.472702930821971847e+02,1.524378583061797769e+02,1.209356544185556857e+02,8.322011427827285956e+01,8.996413846812146176e+01,3.598081255766996378e+01,5.379027433132336000e+01,8.132102963304927989e-01,8.602648652408187990e-01,8.727059266740022636e-01,8.653144426530121613e-01,8.336432730896172760e-01,8.049848345401983130e-01,8.224588775961815257e-01,8.558331918188338827e-01
1.817340405516501392e+02,2.224017743428274230e+02,2.435840765038593929e+02,3.800046524782956112e+02,4.537832012428543749e+02,5.023011539096063416e+02,4.356087854840155842e+02,3.307247758361449428e+02,7.996962667199764496e+01,1.547975303271363998e+02,1.918412357452427557e+02,3.057750763396108482e+02,3.595491551588842754e+02,3.749719435554098368e+02,2.489630025663242066e+02,1.153814457124203017e+02,4.066148897039189442e-02,3.906134316857044764e-02,4.605216476036476381e-02,4.174578759374653752e-02,4.762112851668964114e-02,4.927372425183681320e-02,5.236116312979125637e-02,5.238895272559125627e-02
