block,obj,obj_passive,obj_active
134,1360.931061047983,1319.091172573372,1319.091172573372
135,1587.7740106887752,1893.004449084187,1938.4982197853028
136,1014.1810088011922,959.0534549468553,962.6717218635355
137,5000.510483364073,5565.747267015614,5566.9464606283545
138,2678.509712989552,3150.6215948266054,3290.3943248673095
139,1973.8165968690223,2235.0951024657793,2269.3780420881412
140,2981.09765666075,3608.4962259202493,3609.5241111197483
141,4947.036498312296,5715.214929702967,5715.88029283052
142,4435.235592663574,5040.968805128237,5068.301437212717
143,1452.158251459827,1789.77157870975,1791.0211168572548
144,1088.9926803816925,689.5772419139321,920.0965035768032
145,6804.755392402817,7384.0296158087185,7443.5358678841285
146,5515.9368420219525,6270.319903260923,6306.666141818321
147,4474.35149772696,4960.190464414642,4960.442050369363
148,6317.20305665042,6979.110170220253,6985.903878266475
149,1115.6914518939548,1290.2464536159887,1363.8289052665875
150,4570.278706090792,4250.333967676579,4261.01651227372
151,7990.605575237537,8842.407914355845,8888.065828227036
152,6697.008609403683,6445.727978702898,6446.093968408943
153,3109.4373601573852,3242.5711282172792,3274.820049741631
154,2735.1084307492742,3365.2341942011876,3522.1837017090606
155,5380.983321290097,6365.349821063681,6493.204097159223
156,6971.759439826052,8046.3085704868345,8104.054847767144
157,8002.290791083552,9532.036988673579,9533.065905749105
158,7099.567856009148,6912.701200583135,7004.531498707169
159,422.5893555146396,-295.9375211301881,16.68043268745123
160,5360.619236509316,2506.9915555418615,2514.6904446503663
161,4326.267526483105,5325.422522747735,5390.191624340462
162,3442.6851700059938,1799.905337816849,1829.7372998159506
163,3411.5081441875122,3512.263446957882,3549.803374883044
164,3444.3563033909,3580.6898926689637,3709.9242736086194
165,5590.606240744649,5158.846655764391,5183.081877323368
166,3758.1437660647925,4852.353060857032,4961.386884456029
167,4229.516580048627,4143.508302289142,4173.310816910226
168,1565.1251247531666,-1462.5870417846381,-1306.9804927543291
169,2957.5239697822212,3767.1162991936844,4074.511122199884
170,9659.641259305836,10868.828781973247,10997.371159916702
171,6074.4618966374055,7296.718389140103,7605.950408078503
172,7636.226362199957,8268.50013910485,8268.472648452735
173,6298.369204729587,7590.923909162484,7621.382991662016
174,5093.2669937292,6274.493478547925,6296.886743430151
175,5962.654605327751,6516.930717126942,6520.771931566864
176,1136.5917523705425,671.0454875371208,700.4600967436811
177,1074.7233667813305,1447.8881801258174,1505.1861981446796
178,2893.7413054691015,2817.3783375144503,2939.202276698266
179,1764.6407972883603,1955.0451821541874,2050.8348559970564
180,3147.570814986397,3288.4432399362713,3345.019660764678
181,2042.762002523198,2439.5590664087313,2541.1288760761586
182,1623.6272891919352,1741.2184911722943,1806.070950183562
183,1539.0468945257321,1713.1853036699063,2059.2660409205982
184,1087.415345469845,1048.9009553292537,1071.2232921455857
