block,obj,obj_passive,obj_active
134,1326.5507904630806,1331.6529049840885,1331.8051999289953
135,1363.8119030654912,2190.226931348182,2247.4692510886352
136,812.6418967581012,957.3011977179583,969.7346007054682
137,4536.251070228133,5554.980806212976,5563.7292226009085
138,2085.6216797414922,3130.8379480049625,3394.14359969861
139,1504.5910200508688,2198.473914973177,2264.5857885694754
140,2165.521639819179,3660.9205660129655,3851.226930870421
141,4286.969638437565,5934.662364129632,5935.508468556172
142,4211.20497370615,5066.0029442337955,5093.539789826597
143,1061.0197496055182,1787.6511036654133,1811.3582946785186
144,708.9618062859128,558.803569465571,689.2549261732555
145,6341.787598599318,8192.162456939795,8242.366391290625
146,5445.693182284415,6524.624645790633,6598.561463095693
147,3960.4412946591033,4744.616700974778,4744.858296328891
148,6072.40085491548,5431.835427720005,5439.838627522782
149,877.1056376849966,1082.9723333663603,1171.5601309314109
150,4143.210907684784,4901.84051540312,4920.597781025296
151,7477.856164697712,8488.911092747268,8536.623288371
152,6307.951757814284,6269.054264580889,6269.578392214167
153,2427.555269031806,3119.045513190972,3158.788227197862
154,2252.1001538527303,3460.7618677385444,3547.747022911758
155,4949.600952925737,6372.36687223843,6486.9461781835
156,6507.138868377344,8345.854901826584,8416.996966919181
157,7848.5838638330015,9379.71477607757,9383.428417274503
158,6770.341634143567,6883.837166699057,6996.90468534625
159,317.5596543054826,-285.86080921523035,32.0352546664526
160,5029.709980091768,2503.46384024733,2512.0832198452117
161,4136.067461317199,4980.3942599050015,5396.4473236280455
162,3091.555864298178,1976.4064826499543,2011.3518600934526
163,3467.6127913420546,3412.0514825984196,3506.642555785686
164,2988.9572652783963,3705.509487318571,4043.563007496466
165,4836.842098886958,5310.890316133388,5330.276535703462
166,3269.6441753254153,4461.939255856366,4552.471199982318
167,3718.2930130663913,3965.1686187888995,3995.409324308469
168,1042.1509734776985,-1438.5861999150197,-1246.6352930312391
169,2425.893774423537,3634.397321644047,4026.2728696046565
170,9085.216243932806,10873.859938599187,10999.46175055057
171,5387.348068336429,7292.433006198795,7619.439072179841
172,6871.931766755327,8273.433418455857,8273.455460785617
173,5796.104643289531,7473.113805763245,7506.48775698514
174,4685.925650482332,6269.60497175758,6290.7494226116705
175,5577.10899144209,6446.410316826637,6452.659607598187
176,970.5983004498844,672.1804509881347,690.6717674329101
177,864.2274839243804,1449.0332709757758,1508.8865120739677
178,2415.810819297244,2321.4097433814213,2541.2142628339275
179,1382.2518665130053,1877.2425162718723,2142.990993599281
180,2684.522246187869,3327.894957637262,3376.3603871627374
181,1676.5205223082714,2434.0697181725136,2513.5459308437175
182,1432.4211902515608,1795.1483311241855,1910.7576458737444
183,1381.261495493954,2037.9185500675708,2387.3037157331664
184,1051.6106439541068,1021.4003388863215,1086.668719394479
