"TimeUTC","GreenPower","GreenPowerLastHour","GreenPowerLastDay","GreenPowerLastWeek"
2022-01-01 00:00:00,1670,NA,NA,NA
2022-01-01 01:00:00,1623,1670,NA,NA
2022-01-01 02:00:00,1363,1623,NA,NA
2022-01-01 03:00:00,1163,1363,NA,NA
2022-01-01 04:00:00,854,1163,NA,NA
2022-01-01 05:00:00,645,854,NA,NA
2022-01-01 06:00:00,499,645,NA,NA
2022-01-01 07:00:00,384,499,NA,NA
2022-01-01 08:00:00,290,384,NA,NA
2022-01-01 09:00:00,247,290,NA,NA
2022-01-01 10:00:00,279,247,NA,NA
2022-01-01 11:00:00,409,279,NA,NA
2022-01-01 12:00:00,626,409,NA,NA
2022-01-01 13:00:00,874,626,NA,NA
2022-01-01 14:00:00,1199,874,NA,NA
2022-01-01 15:00:00,1570,1199,NA,NA
2022-01-01 16:00:00,2090,1570,NA,NA
2022-01-01 17:00:00,2590,2090,NA,NA
2022-01-01 18:00:00,2870,2590,NA,NA
2022-01-01 19:00:00,3014,2870,NA,NA
2022-01-01 20:00:00,2983,3014,NA,NA
2022-01-01 21:00:00,2936,2983,NA,NA
2022-01-01 22:00:00,2815,2936,NA,NA
2022-01-01 23:00:00,2626,2815,NA,NA
2022-01-02 00:00:00,2407,2626,1670,NA
2022-01-02 01:00:00,2270,2407,1623,NA
2022-01-02 02:00:00,2084,2270,1363,NA
2022-01-02 03:00:00,2064,2084,1163,NA
2022-01-02 04:00:00,1978,2064,854,NA
2022-01-02 05:00:00,1949,1978,645,NA
2022-01-02 06:00:00,1937,1949,499,NA
2022-01-02 07:00:00,1755,1937,384,NA
2022-01-02 08:00:00,1581,1755,290,NA
2022-01-02 09:00:00,1430,1581,247,NA
2022-01-02 10:00:00,1333,1430,279,NA
2022-01-02 11:00:00,1193,1333,409,NA
2022-01-02 12:00:00,1101,1193,626,NA
2022-01-02 13:00:00,909,1101,874,NA
2022-01-02 14:00:00,986,909,1199,NA
2022-01-02 15:00:00,1147,986,1570,NA
2022-01-02 16:00:00,1476,1147,2090,NA
2022-01-02 17:00:00,1770,1476,2590,NA
2022-01-02 18:00:00,2036,1770,2870,NA
2022-01-02 19:00:00,2195,2036,3014,NA
2022-01-02 20:00:00,2256,2195,2983,NA
2022-01-02 21:00:00,2203,2256,2936,NA
2022-01-02 22:00:00,2063,2203,2815,NA
2022-01-02 23:00:00,1877,2063,2626,NA
2022-01-03 00:00:00,1805,1877,2407,NA
2022-01-03 01:00:00,1925,1805,2270,NA
2022-01-03 02:00:00,2061,1925,2084,NA
2022-01-03 03:00:00,2309,2061,2064,NA
2022-01-03 04:00:00,2529,2309,1978,NA
2022-01-03 05:00:00,2873,2529,1949,NA
2022-01-03 06:00:00,3224,2873,1937,NA
2022-01-03 07:00:00,3456,3224,1755,NA
2022-01-03 08:00:00,3498,3456,1581,NA
2022-01-03 09:00:00,3494,3498,1430,NA
2022-01-03 10:00:00,3679,3494,1333,NA
2022-01-03 11:00:00,3839,3679,1193,NA
2022-01-03 12:00:00,3697,3839,1101,NA
2022-01-03 13:00:00,3645,3697,909,NA
2022-01-03 14:00:00,3781,3645,986,NA
2022-01-03 15:00:00,3693,3781,1147,NA
2022-01-03 16:00:00,3304,3693,1476,NA
2022-01-03 17:00:00,2725,3304,1770,NA
2022-01-03 18:00:00,2262,2725,2036,NA
2022-01-03 19:00:00,1939,2262,2195,NA
2022-01-03 20:00:00,1728,1939,2256,NA
2022-01-03 21:00:00,1572,1728,2203,NA
2022-01-03 22:00:00,1503,1572,2063,NA
2022-01-03 23:00:00,1340,1503,1877,NA
2022-01-04 00:00:00,1300,1340,1805,NA
2022-01-04 01:00:00,1350,1300,1925,NA
2022-01-04 02:00:00,1463,1350,2061,NA
2022-01-04 03:00:00,1512,1463,2309,NA
2022-01-04 04:00:00,1575,1512,2529,NA
2022-01-04 05:00:00,1760,1575,2873,NA
2022-01-04 06:00:00,2035,1760,3224,NA
2022-01-04 07:00:00,2316,2035,3456,NA
2022-01-04 08:00:00,2384,2316,3498,NA
2022-01-04 09:00:00,2392,2384,3494,NA
2022-01-04 10:00:00,2518,2392,3679,NA
2022-01-04 11:00:00,2598,2518,3839,NA
2022-01-04 12:00:00,2536,2598,3697,NA
2022-01-04 13:00:00,2544,2536,3645,NA
2022-01-04 14:00:00,2481,2544,3781,NA
2022-01-04 15:00:00,2528,2481,3693,NA
2022-01-04 16:00:00,2728,2528,3304,NA
2022-01-04 17:00:00,2837,2728,2725,NA
2022-01-04 18:00:00,2850,2837,2262,NA
2022-01-04 19:00:00,2927,2850,1939,NA
2022-01-04 20:00:00,2906,2927,1728,NA
2022-01-04 21:00:00,3024,2906,1572,NA
2022-01-04 22:00:00,3178,3024,1503,NA
2022-01-04 23:00:00,3212,3178,1340,NA
2022-01-05 00:00:00,3152,3212,1300,NA
2022-01-05 01:00:00,3112,3152,1350,NA
2022-01-05 02:00:00,2925,3112,1463,NA
2022-01-05 03:00:00,2774,2925,1512,NA
2022-01-05 04:00:00,2614,2774,1575,NA
2022-01-05 05:00:00,2484,2614,1760,NA
2022-01-05 06:00:00,2477,2484,2035,NA
2022-01-05 07:00:00,2381,2477,2316,NA
2022-01-05 08:00:00,2293,2381,2384,NA
2022-01-05 09:00:00,2353,2293,2392,NA
2022-01-05 10:00:00,2537,2353,2518,NA
2022-01-05 11:00:00,2661,2537,2598,NA
2022-01-05 12:00:00,2552,2661,2536,NA
2022-01-05 13:00:00,2276,2552,2544,NA
2022-01-05 14:00:00,2138,2276,2481,NA
2022-01-05 15:00:00,2236,2138,2528,NA
2022-01-05 16:00:00,2340,2236,2728,NA
2022-01-05 17:00:00,2255,2340,2837,NA
2022-01-05 18:00:00,1987,2255,2850,NA
2022-01-05 19:00:00,1866,1987,2927,NA
2022-01-05 20:00:00,1751,1866,2906,NA
2022-01-05 21:00:00,1767,1751,3024,NA
2022-01-05 22:00:00,1766,1767,3178,NA
2022-01-05 23:00:00,2128,1766,3212,NA
2022-01-06 00:00:00,1979,2128,3152,NA
2022-01-06 01:00:00,1824,1979,3112,NA
2022-01-06 02:00:00,1556,1824,2925,NA
2022-01-06 03:00:00,1273,1556,2774,NA
2022-01-06 04:00:00,917,1273,2614,NA
2022-01-06 05:00:00,625,917,2484,NA
2022-01-06 06:00:00,397,625,2477,NA
2022-01-06 07:00:00,297,397,2381,NA
2022-01-06 08:00:00,263,297,2293,NA
2022-01-06 09:00:00,295,263,2353,NA
2022-01-06 10:00:00,318,295,2537,NA
2022-01-06 11:00:00,342,318,2661,NA
2022-01-06 12:00:00,330,342,2552,NA
2022-01-06 13:00:00,286,330,2276,NA
2022-01-06 14:00:00,297,286,2138,NA
2022-01-06 15:00:00,336,297,2236,NA
2022-01-06 16:00:00,457,336,2340,NA
2022-01-06 17:00:00,626,457,2255,NA
2022-01-06 18:00:00,837,626,1987,NA
2022-01-06 19:00:00,1037,837,1866,NA
2022-01-06 20:00:00,1298,1037,1751,NA
2022-01-06 21:00:00,1529,1298,1767,NA
2022-01-06 22:00:00,1805,1529,1766,NA
2022-01-06 23:00:00,2419,1805,2128,NA
2022-01-07 00:00:00,2557,2419,1979,NA
2022-01-07 01:00:00,2773,2557,1824,NA
2022-01-07 02:00:00,2967,2773,1556,NA
2022-01-07 03:00:00,3169,2967,1273,NA
2022-01-07 04:00:00,3266,3169,917,NA
2022-01-07 05:00:00,3271,3266,625,NA
2022-01-07 06:00:00,3188,3271,397,NA
2022-01-07 07:00:00,2925,3188,297,NA
2022-01-07 08:00:00,2551,2925,263,NA
2022-01-07 09:00:00,2293,2551,295,NA
2022-01-07 10:00:00,2194,2293,318,NA
2022-01-07 11:00:00,2091,2194,342,NA
2022-01-07 12:00:00,1865,2091,330,NA
2022-01-07 13:00:00,1786,1865,286,NA
2022-01-07 14:00:00,1615,1786,297,NA
2022-01-07 15:00:00,1485,1615,336,NA
2022-01-07 16:00:00,1406,1485,457,NA
2022-01-07 17:00:00,1314,1406,626,NA
2022-01-07 18:00:00,1190,1314,837,NA
2022-01-07 19:00:00,1124,1190,1037,NA
2022-01-07 20:00:00,1079,1124,1298,NA
2022-01-07 21:00:00,1159,1079,1529,NA
2022-01-07 22:00:00,1087,1159,1805,NA
2022-01-07 23:00:00,1235,1087,2419,NA
2022-01-08 00:00:00,1192,1235,2557,1670
2022-01-08 01:00:00,1201,1192,2773,1623
2022-01-08 02:00:00,1326,1201,2967,1363
2022-01-08 03:00:00,1514,1326,3169,1163
2022-01-08 04:00:00,1765,1514,3266,854
2022-01-08 05:00:00,2007,1765,3271,645
2022-01-08 06:00:00,2152,2007,3188,499
2022-01-08 07:00:00,2248,2152,2925,384
2022-01-08 08:00:00,2164,2248,2551,290
2022-01-08 09:00:00,1940,2164,2293,247
2022-01-08 10:00:00,1709,1940,2194,279
2022-01-08 11:00:00,1550,1709,2091,409
2022-01-08 12:00:00,1448,1550,1865,626
2022-01-08 13:00:00,1256,1448,1786,874
2022-01-08 14:00:00,1217,1256,1615,1199
2022-01-08 15:00:00,1265,1217,1485,1570
2022-01-08 16:00:00,1332,1265,1406,2090
2022-01-08 17:00:00,1434,1332,1314,2590
2022-01-08 18:00:00,1562,1434,1190,2870
2022-01-08 19:00:00,1768,1562,1124,3014
2022-01-08 20:00:00,1944,1768,1079,2983
2022-01-08 21:00:00,2098,1944,1159,2936
2022-01-08 22:00:00,2227,2098,1087,2815
2022-01-08 23:00:00,2682,2227,1235,2626
2022-01-09 00:00:00,2765,2682,1192,2407
2022-01-09 01:00:00,2830,2765,1201,2270
2022-01-09 02:00:00,2809,2830,1326,2084
2022-01-09 03:00:00,2766,2809,1514,2064
2022-01-09 04:00:00,2677,2766,1765,1978
2022-01-09 05:00:00,2605,2677,2007,1949
2022-01-09 06:00:00,2517,2605,2152,1937
2022-01-09 07:00:00,2325,2517,2248,1755
2022-01-09 08:00:00,1982,2325,2164,1581
2022-01-09 09:00:00,1713,1982,1940,1430
2022-01-09 10:00:00,1617,1713,1709,1333
2022-01-09 11:00:00,1589,1617,1550,1193
2022-01-09 12:00:00,1418,1589,1448,1101
2022-01-09 13:00:00,1444,1418,1256,909
2022-01-09 14:00:00,1439,1444,1217,986
2022-01-09 15:00:00,1368,1439,1265,1147
2022-01-09 16:00:00,1392,1368,1332,1476
2022-01-09 17:00:00,1410,1392,1434,1770
2022-01-09 18:00:00,1389,1410,1562,2036
2022-01-09 19:00:00,1481,1389,1768,2195
2022-01-09 20:00:00,1548,1481,1944,2256
2022-01-09 21:00:00,1542,1548,2098,2203
2022-01-09 22:00:00,1519,1542,2227,2063
2022-01-09 23:00:00,1555,1519,2682,1877
2022-01-10 00:00:00,1535,1555,2765,1805
2022-01-10 01:00:00,1484,1535,2830,1925
2022-01-10 02:00:00,1426,1484,2809,2061
2022-01-10 03:00:00,1410,1426,2766,2309
2022-01-10 04:00:00,1426,1410,2677,2529
2022-01-10 05:00:00,1434,1426,2605,2873
2022-01-10 06:00:00,1427,1434,2517,3224
2022-01-10 07:00:00,1410,1427,2325,3456
2022-01-10 08:00:00,1326,1410,1982,3498
2022-01-10 09:00:00,1326,1326,1713,3494
2022-01-10 10:00:00,1389,1326,1617,3679
2022-01-10 11:00:00,1379,1389,1589,3839
2022-01-10 12:00:00,1240,1379,1418,3697
2022-01-10 13:00:00,1157,1240,1444,3645
2022-01-10 14:00:00,1043,1157,1439,3781
2022-01-10 15:00:00,1018,1043,1368,3693
2022-01-10 16:00:00,1141,1018,1392,3304
2022-01-10 17:00:00,1312,1141,1410,2725
2022-01-10 18:00:00,1431,1312,1389,2262
2022-01-10 19:00:00,1467,1431,1481,1939
2022-01-10 20:00:00,1491,1467,1548,1728
2022-01-10 21:00:00,1551,1491,1542,1572
2022-01-10 22:00:00,1621,1551,1519,1503
2022-01-10 23:00:00,1296,1621,1555,1340
2022-01-11 00:00:00,1296,1296,1535,1300
2022-01-11 01:00:00,1318,1296,1484,1350
2022-01-11 02:00:00,1392,1318,1426,1463
2022-01-11 03:00:00,1507,1392,1410,1512
2022-01-11 04:00:00,1656,1507,1426,1575
2022-01-11 05:00:00,1817,1656,1434,1760
2022-01-11 06:00:00,2003,1817,1427,2035
2022-01-11 07:00:00,2202,2003,1410,2316
2022-01-11 08:00:00,2288,2202,1326,2384
2022-01-11 09:00:00,2293,2288,1326,2392
2022-01-11 10:00:00,2419,2293,1389,2518
2022-01-11 11:00:00,2511,2419,1379,2598
2022-01-11 12:00:00,2455,2511,1240,2536
2022-01-11 13:00:00,2454,2455,1157,2544
2022-01-11 14:00:00,2527,2454,1043,2481
2022-01-11 15:00:00,2356,2527,1018,2528
2022-01-11 16:00:00,1987,2356,1141,2728
2022-01-11 17:00:00,1563,1987,1312,2837
2022-01-11 18:00:00,1238,1563,1431,2850
2022-01-11 19:00:00,980,1238,1467,2927
2022-01-11 20:00:00,796,980,1491,2906
2022-01-11 21:00:00,692,796,1551,3024
2022-01-11 22:00:00,566,692,1621,3178
2022-01-11 23:00:00,539,566,1296,3212
2022-01-12 00:00:00,574,539,1296,3152
2022-01-12 01:00:00,651,574,1318,3112
2022-01-12 02:00:00,732,651,1392,2925
2022-01-12 03:00:00,850,732,1507,2774
2022-01-12 04:00:00,951,850,1656,2614
2022-01-12 05:00:00,1113,951,1817,2484
2022-01-12 06:00:00,1384,1113,2003,2477
2022-01-12 07:00:00,1550,1384,2202,2381
2022-01-12 08:00:00,1614,1550,2288,2293
2022-01-12 09:00:00,1721,1614,2293,2353
2022-01-12 10:00:00,1983,1721,2419,2537
2022-01-12 11:00:00,2219,1983,2511,2661
2022-01-12 12:00:00,2261,2219,2455,2552
2022-01-12 13:00:00,2268,2261,2454,2276
2022-01-12 14:00:00,2333,2268,2527,2138
2022-01-12 15:00:00,2393,2333,2356,2236
2022-01-12 16:00:00,2592,2393,1987,2340
2022-01-12 17:00:00,2790,2592,1563,2255
2022-01-12 18:00:00,2902,2790,1238,1987
2022-01-12 19:00:00,2891,2902,980,1866
2022-01-12 20:00:00,2976,2891,796,1751
2022-01-12 21:00:00,3044,2976,692,1767
2022-01-12 22:00:00,3026,3044,566,1766
2022-01-12 23:00:00,3059,3026,539,2128
2022-01-13 00:00:00,3115,3059,574,1979
2022-01-13 01:00:00,3318,3115,651,1824
2022-01-13 02:00:00,3412,3318,732,1556
2022-01-13 03:00:00,3492,3412,850,1273
2022-01-13 04:00:00,3474,3492,951,917
2022-01-13 05:00:00,3470,3474,1113,625
2022-01-13 06:00:00,3474,3470,1384,397
2022-01-13 07:00:00,3467,3474,1550,297
2022-01-13 08:00:00,3397,3467,1614,263
2022-01-13 09:00:00,3371,3397,1721,295
2022-01-13 10:00:00,3525,3371,1983,318
2022-01-13 11:00:00,3652,3525,2219,342
2022-01-13 12:00:00,3566,3652,2261,330
2022-01-13 13:00:00,3472,3566,2268,286
2022-01-13 14:00:00,3464,3472,2333,297
2022-01-13 15:00:00,3405,3464,2393,336
2022-01-13 16:00:00,3399,3405,2592,457
2022-01-13 17:00:00,3525,3399,2790,626
2022-01-13 18:00:00,3550,3525,2902,837
2022-01-13 19:00:00,3571,3550,2891,1037
2022-01-13 20:00:00,3660,3571,2976,1298
2022-01-13 21:00:00,3752,3660,3044,1529
2022-01-13 22:00:00,3723,3752,3026,1805
2022-01-13 23:00:00,3729,3723,3059,2419
2022-01-14 00:00:00,3697,3729,3115,2557
2022-01-14 01:00:00,3715,3697,3318,2773
2022-01-14 02:00:00,3742,3715,3412,2967
2022-01-14 03:00:00,3803,3742,3492,3169
2022-01-14 04:00:00,3793,3803,3474,3266
2022-01-14 05:00:00,3838,3793,3470,3271
2022-01-14 06:00:00,3914,3838,3474,3188
2022-01-14 07:00:00,3962,3914,3467,2925
2022-01-14 08:00:00,3666,3962,3397,2551
2022-01-14 09:00:00,3337,3666,3371,2293
2022-01-14 10:00:00,3187,3337,3525,2194
2022-01-14 11:00:00,3050,3187,3652,2091
2022-01-14 12:00:00,2734,3050,3566,1865
2022-01-14 13:00:00,2369,2734,3472,1786
2022-01-14 14:00:00,2102,2369,3464,1615
2022-01-14 15:00:00,1980,2102,3405,1485
2022-01-14 16:00:00,2059,1980,3399,1406
2022-01-14 17:00:00,2185,2059,3525,1314
2022-01-14 18:00:00,2176,2185,3550,1190
2022-01-14 19:00:00,1916,2176,3571,1124
2022-01-14 20:00:00,1643,1916,3660,1079
2022-01-14 21:00:00,1408,1643,3752,1159
2022-01-14 22:00:00,1159,1408,3723,1087
2022-01-14 23:00:00,756,1159,3729,1235
2022-01-15 00:00:00,636,756,3697,1192
2022-01-15 01:00:00,578,636,3715,1201
2022-01-15 02:00:00,533,578,3742,1326
2022-01-15 03:00:00,494,533,3803,1514
2022-01-15 04:00:00,422,494,3793,1765
2022-01-15 05:00:00,395,422,3838,2007
2022-01-15 06:00:00,425,395,3914,2152
2022-01-15 07:00:00,445,425,3962,2248
2022-01-15 08:00:00,515,445,3666,2164
2022-01-15 09:00:00,648,515,3337,1940
2022-01-15 10:00:00,818,648,3187,1709
2022-01-15 11:00:00,961,818,3050,1550
2022-01-15 12:00:00,979,961,2734,1448
2022-01-15 13:00:00,923,979,2369,1256
2022-01-15 14:00:00,875,923,2102,1217
2022-01-15 15:00:00,914,875,1980,1265
2022-01-15 16:00:00,1050,914,2059,1332
2022-01-15 17:00:00,1221,1050,2185,1434
2022-01-15 18:00:00,1349,1221,2176,1562
2022-01-15 19:00:00,1405,1349,1916,1768
2022-01-15 20:00:00,1537,1405,1643,1944
2022-01-15 21:00:00,1630,1537,1408,2098
2022-01-15 22:00:00,1718,1630,1159,2227
2022-01-15 23:00:00,2075,1718,756,2682
2022-01-16 00:00:00,2131,2075,636,2765
2022-01-16 01:00:00,2222,2131,578,2830
2022-01-16 02:00:00,2162,2222,533,2809
2022-01-16 03:00:00,2136,2162,494,2766
2022-01-16 04:00:00,2084,2136,422,2677
2022-01-16 05:00:00,2155,2084,395,2605
2022-01-16 06:00:00,2243,2155,425,2517
2022-01-16 07:00:00,2281,2243,445,2325
2022-01-16 08:00:00,2320,2281,515,1982
2022-01-16 09:00:00,2439,2320,648,1713
2022-01-16 10:00:00,2789,2439,818,1617
2022-01-16 11:00:00,3139,2789,961,1589
2022-01-16 12:00:00,3219,3139,979,1418
2022-01-16 13:00:00,3375,3219,923,1444
2022-01-16 14:00:00,3637,3375,875,1439
2022-01-16 15:00:00,3705,3637,914,1368
2022-01-16 16:00:00,3690,3705,1050,1392
2022-01-16 17:00:00,3776,3690,1221,1410
2022-01-16 18:00:00,3738,3776,1349,1389
2022-01-16 19:00:00,3738,3738,1405,1481
2022-01-16 20:00:00,3750,3738,1537,1548
2022-01-16 21:00:00,3830,3750,1630,1542
2022-01-16 22:00:00,3693,3830,1718,1519
2022-01-16 23:00:00,3587,3693,2075,1555
2022-01-17 00:00:00,3543,3587,2131,1535
2022-01-17 01:00:00,3609,3543,2222,1484
2022-01-17 02:00:00,3686,3609,2162,1426
2022-01-17 03:00:00,3783,3686,2136,1410
2022-01-17 04:00:00,3785,3783,2084,1426
2022-01-17 05:00:00,3824,3785,2155,1434
2022-01-17 06:00:00,3926,3824,2243,1427
2022-01-17 07:00:00,4018,3926,2281,1410
2022-01-17 08:00:00,3943,4018,2320,1326
2022-01-17 09:00:00,3868,3943,2439,1326
2022-01-17 10:00:00,3953,3868,2789,1389
2022-01-17 11:00:00,3996,3953,3139,1379
2022-01-17 12:00:00,3703,3996,3219,1240
2022-01-17 13:00:00,3464,3703,3375,1157
2022-01-17 14:00:00,3049,3464,3637,1043
2022-01-17 15:00:00,2705,3049,3705,1018
2022-01-17 16:00:00,2559,2705,3690,1141
2022-01-17 17:00:00,2559,2559,3776,1312
2022-01-17 18:00:00,2499,2559,3738,1431
2022-01-17 19:00:00,2435,2499,3738,1467
2022-01-17 20:00:00,2365,2435,3750,1491
2022-01-17 21:00:00,2309,2365,3830,1551
2022-01-17 22:00:00,2094,2309,3693,1621
2022-01-17 23:00:00,1193,2094,3587,1296
2022-01-18 00:00:00,1161,1193,3543,1296
2022-01-18 01:00:00,1299,1161,3609,1318
2022-01-18 02:00:00,1451,1299,3686,1392
2022-01-18 03:00:00,1717,1451,3783,1507
2022-01-18 04:00:00,1824,1717,3785,1656
2022-01-18 05:00:00,1871,1824,3824,1817
2022-01-18 06:00:00,1818,1871,3926,2003
2022-01-18 07:00:00,1687,1818,4018,2202
2022-01-18 08:00:00,1632,1687,3943,2288
2022-01-18 09:00:00,1759,1632,3868,2293
2022-01-18 10:00:00,2144,1759,3953,2419
2022-01-18 11:00:00,2566,2144,3996,2511
2022-01-18 12:00:00,2710,2566,3703,2455
2022-01-18 13:00:00,2566,2710,3464,2454
2022-01-18 14:00:00,2394,2566,3049,2527
2022-01-18 15:00:00,2261,2394,2705,2356
2022-01-18 16:00:00,2378,2261,2559,1987
2022-01-18 17:00:00,2584,2378,2559,1563
2022-01-18 18:00:00,2714,2584,2499,1238
2022-01-18 19:00:00,2669,2714,2435,980
2022-01-18 20:00:00,2791,2669,2365,796
2022-01-18 21:00:00,2911,2791,2309,692
2022-01-18 22:00:00,2954,2911,2094,566
2022-01-18 23:00:00,3013,2954,1193,539
2022-01-19 00:00:00,3130,3013,1161,574
2022-01-19 01:00:00,3332,3130,1299,651
2022-01-19 02:00:00,3507,3332,1451,732
2022-01-19 03:00:00,3654,3507,1717,850
2022-01-19 04:00:00,3710,3654,1824,951
2022-01-19 05:00:00,3743,3710,1871,1113
2022-01-19 06:00:00,3806,3743,1818,1384
2022-01-19 07:00:00,3993,3806,1687,1550
2022-01-19 08:00:00,3925,3993,1632,1614
2022-01-19 09:00:00,3888,3925,1759,1721
2022-01-19 10:00:00,3969,3888,2144,1983
2022-01-19 11:00:00,3977,3969,2566,2219
2022-01-19 12:00:00,3850,3977,2710,2261
2022-01-19 13:00:00,3902,3850,2566,2268
2022-01-19 14:00:00,3971,3902,2394,2333
2022-01-19 15:00:00,3972,3971,2261,2393
2022-01-19 16:00:00,3869,3972,2378,2592
2022-01-19 17:00:00,3864,3869,2584,2790
2022-01-19 18:00:00,3760,3864,2714,2902
2022-01-19 19:00:00,3643,3760,2669,2891
2022-01-19 20:00:00,3737,3643,2791,2976
2022-01-19 21:00:00,3721,3737,2911,3044
2022-01-19 22:00:00,3722,3721,2954,3026
2022-01-19 23:00:00,3783,3722,3013,3059
2022-01-20 00:00:00,3769,3783,3130,3115
2022-01-20 01:00:00,3794,3769,3332,3318
2022-01-20 02:00:00,3842,3794,3507,3412
2022-01-20 03:00:00,3830,3842,3654,3492
2022-01-20 04:00:00,3748,3830,3710,3474
2022-01-20 05:00:00,3649,3748,3743,3470
2022-01-20 06:00:00,3668,3649,3806,3474
2022-01-20 07:00:00,3841,3668,3993,3467
2022-01-20 08:00:00,3779,3841,3925,3397
2022-01-20 09:00:00,3790,3779,3888,3371
2022-01-20 10:00:00,3907,3790,3969,3525
2022-01-20 11:00:00,3983,3907,3977,3652
2022-01-20 12:00:00,3806,3983,3850,3566
2022-01-20 13:00:00,3677,3806,3902,3472
2022-01-20 14:00:00,3535,3677,3971,3464
2022-01-20 15:00:00,3317,3535,3972,3405
2022-01-20 16:00:00,3164,3317,3869,3399
2022-01-20 17:00:00,3215,3164,3864,3525
2022-01-20 18:00:00,3108,3215,3760,3550
2022-01-20 19:00:00,2879,3108,3643,3571
2022-01-20 20:00:00,2879,2879,3737,3660
2022-01-20 21:00:00,2893,2879,3721,3752
2022-01-20 22:00:00,2742,2893,3722,3723
2022-01-20 23:00:00,2457,2742,3783,3729
2022-01-21 00:00:00,2427,2457,3769,3697
2022-01-21 01:00:00,2357,2427,3794,3715
2022-01-21 02:00:00,2327,2357,3842,3742
2022-01-21 03:00:00,2353,2327,3830,3803
2022-01-21 04:00:00,2375,2353,3748,3793
2022-01-21 05:00:00,2335,2375,3649,3838
2022-01-21 06:00:00,2211,2335,3668,3914
2022-01-21 07:00:00,2098,2211,3841,3962
2022-01-21 08:00:00,1891,2098,3779,3666
2022-01-21 09:00:00,1702,1891,3790,3337
2022-01-21 10:00:00,1742,1702,3907,3187
2022-01-21 11:00:00,2028,1742,3983,3050
2022-01-21 12:00:00,2244,2028,3806,2734
2022-01-21 13:00:00,2261,2244,3677,2369
2022-01-21 14:00:00,2384,2261,3535,2102
2022-01-21 15:00:00,2438,2384,3317,1980
2022-01-21 16:00:00,2410,2438,3164,2059
2022-01-21 17:00:00,2404,2410,3215,2185
2022-01-21 18:00:00,2282,2404,3108,2176
2022-01-21 19:00:00,2146,2282,2879,1916
2022-01-21 20:00:00,2102,2146,2879,1643
2022-01-21 21:00:00,2033,2102,2893,1408
2022-01-21 22:00:00,1989,2033,2742,1159
2022-01-21 23:00:00,1119,1989,2457,756
2022-01-22 00:00:00,1045,1119,2427,636
2022-01-22 01:00:00,1068,1045,2357,578
2022-01-22 02:00:00,1134,1068,2327,533
2022-01-22 03:00:00,1200,1134,2353,494
2022-01-22 04:00:00,1198,1200,2375,422
2022-01-22 05:00:00,1198,1198,2335,395
2022-01-22 06:00:00,1238,1198,2211,425
2022-01-22 07:00:00,1273,1238,2098,445
2022-01-22 08:00:00,1388,1273,1891,515
2022-01-22 09:00:00,1522,1388,1702,648
2022-01-22 10:00:00,1642,1522,1742,818
2022-01-22 11:00:00,1787,1642,2028,961
2022-01-22 12:00:00,1824,1787,2244,979
2022-01-22 13:00:00,1799,1824,2261,923
2022-01-22 14:00:00,1760,1799,2384,875
2022-01-22 15:00:00,1779,1760,2438,914
2022-01-22 16:00:00,1871,1779,2410,1050
2022-01-22 17:00:00,1964,1871,2404,1221
2022-01-22 18:00:00,1912,1964,2282,1349
2022-01-22 19:00:00,1754,1912,2146,1405
2022-01-22 20:00:00,1738,1754,2102,1537
2022-01-22 21:00:00,1779,1738,2033,1630
2022-01-22 22:00:00,1790,1779,1989,1718
2022-01-22 23:00:00,1474,1790,1119,2075
2022-01-23 00:00:00,1414,1474,1045,2131
2022-01-23 01:00:00,1436,1414,1068,2222
2022-01-23 02:00:00,1349,1436,1134,2162
2022-01-23 03:00:00,1258,1349,1200,2136
2022-01-23 04:00:00,1304,1258,1198,2084
2022-01-23 05:00:00,1334,1304,1198,2155
2022-01-23 06:00:00,1309,1334,1238,2243
2022-01-23 07:00:00,1184,1309,1273,2281
2022-01-23 08:00:00,1150,1184,1388,2320
2022-01-23 09:00:00,1126,1150,1522,2439
2022-01-23 10:00:00,1185,1126,1642,2789
2022-01-23 11:00:00,1263,1185,1787,3139
2022-01-23 12:00:00,1360,1263,1824,3219
2022-01-23 13:00:00,1333,1360,1799,3375
2022-01-23 14:00:00,1354,1333,1760,3637
2022-01-23 15:00:00,1320,1354,1779,3705
2022-01-23 16:00:00,1358,1320,1871,3690
2022-01-23 17:00:00,1388,1358,1964,3776
2022-01-23 18:00:00,1425,1388,1912,3738
2022-01-23 19:00:00,1446,1425,1754,3738
2022-01-23 20:00:00,1496,1446,1738,3750
2022-01-23 21:00:00,1595,1496,1779,3830
2022-01-23 22:00:00,1688,1595,1790,3693
2022-01-23 23:00:00,1898,1688,1474,3587
2022-01-24 00:00:00,1965,1898,1414,3543
2022-01-24 01:00:00,2121,1965,1436,3609
2022-01-24 02:00:00,2250,2121,1349,3686
2022-01-24 03:00:00,2268,2250,1258,3783
2022-01-24 04:00:00,2221,2268,1304,3785
2022-01-24 05:00:00,2200,2221,1334,3824
2022-01-24 06:00:00,2184,2200,1309,3926
2022-01-24 07:00:00,2164,2184,1184,4018
2022-01-24 08:00:00,2050,2164,1150,3943
2022-01-24 09:00:00,2018,2050,1126,3868
2022-01-24 10:00:00,2072,2018,1185,3953
2022-01-24 11:00:00,2068,2072,1263,3996
2022-01-24 12:00:00,2056,2068,1360,3703
2022-01-24 13:00:00,2088,2056,1333,3464
