"TimeUTC","GreenPower","GreenPowerLastHour","GreenPowerLastDay","GreenPowerLastWeek"
2022-03-08 05:00:00,199,202,187,2126
2022-03-08 06:00:00,237,199,224,1921
2022-03-08 07:00:00,353,237,346,1700
2022-03-08 08:00:00,488,353,488,1425
2022-03-08 09:00:00,618,488,611,1247
2022-03-08 10:00:00,752,618,722,1017
2022-03-08 11:00:00,825,752,799,785
2022-03-08 12:00:00,816,825,819,552
2022-03-08 13:00:00,713,816,721,471
2022-03-08 14:00:00,527,713,572,394
2022-03-08 15:00:00,344,527,396,323
2022-03-08 16:00:00,217,344,244,220
2022-03-08 17:00:00,261,217,202,199
2022-03-08 18:00:00,346,261,194,185
2022-03-08 19:00:00,519,346,183,201
2022-03-08 20:00:00,706,519,169,217
2022-03-08 21:00:00,842,706,140,202
2022-03-08 22:00:00,907,842,127,184
2022-03-08 23:00:00,791,907,151,258
2022-03-09 00:00:00,772,791,152,260
2022-03-09 01:00:00,722,772,163,258
2022-03-09 02:00:00,696,722,184,258
2022-03-09 03:00:00,694,696,211,270
2022-03-09 04:00:00,699,694,202,283
2022-03-09 05:00:00,794,699,199,299
2022-03-09 06:00:00,896,794,237,288
2022-03-09 07:00:00,977,896,353,345
2022-03-09 08:00:00,1045,977,488,437
2022-03-09 09:00:00,1195,1045,618,518
2022-03-09 10:00:00,1404,1195,752,571
2022-03-09 11:00:00,1611,1404,825,621
2022-03-09 12:00:00,1716,1611,816,678
2022-03-09 13:00:00,1677,1716,713,674
2022-03-09 14:00:00,1492,1677,527,589
2022-03-09 15:00:00,1265,1492,344,440
2022-03-09 16:00:00,1174,1265,217,324
2022-03-09 17:00:00,1296,1174,261,345
2022-03-09 18:00:00,1375,1296,346,365
2022-03-09 19:00:00,1482,1375,519,302
2022-03-09 20:00:00,1588,1482,706,228
2022-03-09 21:00:00,1735,1588,842,167
2022-03-09 22:00:00,1831,1735,907,130
2022-03-09 23:00:00,1947,1831,791,146
2022-03-10 00:00:00,1929,1947,772,133
2022-03-10 01:00:00,1879,1929,722,140
2022-03-10 02:00:00,1985,1879,696,199
2022-03-10 03:00:00,2006,1985,694,257
2022-03-10 04:00:00,1919,2006,699,274
2022-03-10 05:00:00,1931,1919,794,285
2022-03-10 06:00:00,2070,1931,896,282
2022-03-10 07:00:00,2234,2070,977,354
2022-03-10 08:00:00,2391,2234,1045,490
2022-03-10 09:00:00,2545,2391,1195,627
2022-03-10 10:00:00,2710,2545,1404,749
2022-03-10 11:00:00,2834,2710,1611,904
2022-03-10 12:00:00,2910,2834,1716,946
2022-03-10 13:00:00,2869,2910,1677,871
2022-03-10 14:00:00,2830,2869,1492,747
2022-03-10 15:00:00,2690,2830,1265,535
2022-03-10 16:00:00,2624,2690,1174,402
2022-03-10 17:00:00,2737,2624,1296,454
2022-03-10 18:00:00,2817,2737,1375,597
2022-03-10 19:00:00,2888,2817,1482,775
2022-03-10 20:00:00,2855,2888,1588,888
2022-03-10 21:00:00,2813,2855,1735,942
2022-03-10 22:00:00,2763,2813,1831,902
2022-03-10 23:00:00,2737,2763,1947,660
2022-03-11 00:00:00,2728,2737,1929,571
2022-03-11 01:00:00,2714,2728,1879,444
2022-03-11 02:00:00,2742,2714,1985,348
2022-03-11 03:00:00,2732,2742,2006,297
2022-03-11 04:00:00,2770,2732,1919,266
2022-03-11 05:00:00,2931,2770,1931,241
2022-03-11 06:00:00,3138,2931,2070,248
2022-03-11 07:00:00,3343,3138,2234,352
2022-03-11 08:00:00,3581,3343,2391,496
2022-03-11 09:00:00,3828,3581,2545,643
2022-03-11 10:00:00,4070,3828,2710,732
2022-03-11 11:00:00,4301,4070,2834,769
2022-03-11 12:00:00,4419,4301,2910,754
2022-03-11 13:00:00,4468,4419,2869,677
2022-03-11 14:00:00,4355,4468,2830,542
2022-03-11 15:00:00,4133,4355,2690,418
2022-03-11 16:00:00,3941,4133,2624,345
2022-03-11 17:00:00,3796,3941,2737,371
2022-03-11 18:00:00,3731,3796,2817,416
2022-03-11 19:00:00,3624,3731,2888,459
2022-03-11 20:00:00,3501,3624,2855,524
2022-03-11 21:00:00,3506,3501,2813,560
2022-03-11 22:00:00,3496,3506,2763,610
2022-03-11 23:00:00,3337,3496,2737,784
2022-03-12 00:00:00,3296,3337,2728,774
2022-03-12 01:00:00,3202,3296,2714,733
2022-03-12 02:00:00,3167,3202,2742,701
2022-03-12 03:00:00,3129,3167,2732,640
2022-03-12 04:00:00,3093,3129,2770,571
2022-03-12 05:00:00,3135,3093,2931,509
2022-03-12 06:00:00,3223,3135,3138,475
2022-03-12 07:00:00,3300,3223,3343,526
2022-03-12 08:00:00,3376,3300,3581,613
2022-03-12 09:00:00,3420,3376,3828,706
2022-03-12 10:00:00,3440,3420,4070,736
2022-03-12 11:00:00,3439,3440,4301,674
2022-03-12 12:00:00,3322,3439,4419,548
2022-03-12 13:00:00,3081,3322,4468,432
2022-03-12 14:00:00,2653,3081,4355,333
2022-03-12 15:00:00,2250,2653,4133,212
2022-03-12 16:00:00,2069,2250,3941,103
2022-03-12 17:00:00,2133,2069,3796,86
2022-03-12 18:00:00,2182,2133,3731,115
2022-03-12 19:00:00,2246,2182,3624,149
2022-03-12 20:00:00,2241,2246,3501,194
2022-03-12 21:00:00,2169,2241,3506,211
2022-03-12 22:00:00,2031,2169,3496,200
2022-03-12 23:00:00,1817,2031,3337,238
2022-03-13 00:00:00,1768,1817,3296,246
2022-03-13 01:00:00,1833,1768,3202,240
2022-03-13 02:00:00,2002,1833,3167,253
2022-03-13 03:00:00,2190,2002,3129,270
2022-03-13 04:00:00,2418,2190,3093,274
2022-03-13 05:00:00,2627,2418,3135,297
2022-03-13 06:00:00,2746,2627,3223,339
2022-03-13 07:00:00,2755,2746,3300,461
2022-03-13 08:00:00,2814,2755,3376,622
2022-03-13 09:00:00,2930,2814,3420,820
2022-03-13 10:00:00,3040,2930,3440,1005
2022-03-13 11:00:00,3151,3040,3439,1126
2022-03-13 12:00:00,3246,3151,3322,1167
2022-03-13 13:00:00,3273,3246,3081,1047
2022-03-13 14:00:00,3242,3273,2653,922
2022-03-13 15:00:00,3177,3242,2250,730
2022-03-13 16:00:00,3150,3177,2069,606
2022-03-13 17:00:00,3149,3150,2133,566
2022-03-13 18:00:00,3124,3149,2182,541
2022-03-13 19:00:00,3024,3124,2246,468
2022-03-13 20:00:00,2895,3024,2241,358
2022-03-13 21:00:00,2766,2895,2169,303
2022-03-13 22:00:00,2605,2766,2031,258
2022-03-13 23:00:00,2523,2605,1817,140
2022-03-14 00:00:00,2494,2523,1768,140
2022-03-14 01:00:00,2462,2494,1833,141
2022-03-14 02:00:00,2414,2462,2002,150
2022-03-14 03:00:00,2303,2414,2190,168
2022-03-14 04:00:00,2269,2303,2418,179
2022-03-14 05:00:00,2291,2269,2627,187
2022-03-14 06:00:00,2252,2291,2746,224
2022-03-14 07:00:00,2208,2252,2755,346
2022-03-14 08:00:00,2261,2208,2814,488
2022-03-14 09:00:00,2196,2261,2930,611
2022-03-14 10:00:00,1962,2196,3040,722
2022-03-14 11:00:00,1725,1962,3151,799
2022-03-14 12:00:00,1566,1725,3246,819
2022-03-14 13:00:00,1328,1566,3273,721
2022-03-14 14:00:00,1015,1328,3242,572
2022-03-14 15:00:00,746,1015,3177,396
2022-03-14 16:00:00,600,746,3150,244
2022-03-14 17:00:00,563,600,3149,202
2022-03-14 18:00:00,551,563,3124,194
2022-03-14 19:00:00,539,551,3024,183
2022-03-14 20:00:00,478,539,2895,169
2022-03-14 21:00:00,443,478,2766,140
2022-03-14 22:00:00,469,443,2605,127
2022-03-14 23:00:00,489,469,2523,151
2022-03-15 00:00:00,479,489,2494,152
2022-03-15 01:00:00,412,479,2462,163
2022-03-15 02:00:00,352,412,2414,184
2022-03-15 03:00:00,278,352,2303,211
2022-03-15 04:00:00,227,278,2269,202
2022-03-15 05:00:00,216,227,2291,199
2022-03-15 06:00:00,256,216,2252,237
2022-03-15 07:00:00,363,256,2208,353
2022-03-15 08:00:00,526,363,2261,488
2022-03-15 09:00:00,730,526,2196,618
2022-03-15 10:00:00,948,730,1962,752
2022-03-15 11:00:00,1046,948,1725,825
2022-03-15 12:00:00,1021,1046,1566,816
2022-03-15 13:00:00,868,1021,1328,713
2022-03-15 14:00:00,684,868,1015,527
2022-03-15 15:00:00,470,684,746,344
2022-03-15 16:00:00,260,470,600,217
2022-03-15 17:00:00,160,260,563,261
2022-03-15 18:00:00,155,160,551,346
2022-03-15 19:00:00,154,155,539,519
2022-03-15 20:00:00,157,154,478,706
2022-03-15 21:00:00,178,157,443,842
2022-03-15 22:00:00,204,178,469,907
2022-03-15 23:00:00,199,204,489,791
2022-03-16 00:00:00,225,199,479,772
2022-03-16 01:00:00,232,225,412,722
2022-03-16 02:00:00,235,232,352,696
2022-03-16 03:00:00,258,235,278,694
2022-03-16 04:00:00,339,258,227,699
2022-03-16 05:00:00,422,339,216,794
2022-03-16 06:00:00,482,422,256,896
2022-03-16 07:00:00,601,482,363,977
2022-03-16 08:00:00,807,601,526,1045
2022-03-16 09:00:00,1080,807,730,1195
2022-03-16 10:00:00,1427,1080,948,1404
2022-03-16 11:00:00,1670,1427,1046,1611
2022-03-16 12:00:00,1744,1670,1021,1716
2022-03-16 13:00:00,1707,1744,868,1677
2022-03-16 14:00:00,1667,1707,684,1492
2022-03-16 15:00:00,1592,1667,470,1265
2022-03-16 16:00:00,1641,1592,260,1174
2022-03-16 17:00:00,1850,1641,160,1296
2022-03-16 18:00:00,2095,1850,155,1375
2022-03-16 19:00:00,2399,2095,154,1482
2022-03-16 20:00:00,2614,2399,157,1588
2022-03-16 21:00:00,2818,2614,178,1735
2022-03-16 22:00:00,2937,2818,204,1831
2022-03-16 23:00:00,2771,2937,199,1947
2022-03-17 00:00:00,2964,2771,225,1929
2022-03-17 01:00:00,3050,2964,232,1879
2022-03-17 02:00:00,3141,3050,235,1985
2022-03-17 03:00:00,3216,3141,258,2006
2022-03-17 04:00:00,3332,3216,339,1919
2022-03-17 05:00:00,3441,3332,422,1931
2022-03-17 06:00:00,3662,3441,482,2070
2022-03-17 07:00:00,3805,3662,601,2234
2022-03-17 08:00:00,3719,3805,807,2391
2022-03-17 09:00:00,3565,3719,1080,2545
2022-03-17 10:00:00,3265,3565,1427,2710
2022-03-17 11:00:00,3104,3265,1670,2834
2022-03-17 12:00:00,2971,3104,1744,2910
2022-03-17 13:00:00,2817,2971,1707,2869
2022-03-17 14:00:00,2681,2817,1667,2830
2022-03-17 15:00:00,2359,2681,1592,2690
2022-03-17 16:00:00,1822,2359,1641,2624
2022-03-17 17:00:00,1438,1822,1850,2737
2022-03-17 18:00:00,1335,1438,2095,2817
2022-03-17 19:00:00,1407,1335,2399,2888
2022-03-17 20:00:00,1445,1407,2614,2855
2022-03-17 21:00:00,1384,1445,2818,2813
2022-03-17 22:00:00,1294,1384,2937,2763
2022-03-17 23:00:00,2229,1294,2771,2737
2022-03-18 00:00:00,2109,2229,2964,2728
2022-03-18 01:00:00,1919,2109,3050,2714
2022-03-18 02:00:00,1823,1919,3141,2742
2022-03-18 03:00:00,1608,1823,3216,2732
2022-03-18 04:00:00,1343,1608,3332,2770
2022-03-18 05:00:00,1225,1343,3441,2931
2022-03-18 06:00:00,1220,1225,3662,3138
2022-03-18 07:00:00,1404,1220,3805,3343
2022-03-18 08:00:00,1746,1404,3719,3581
2022-03-18 09:00:00,2039,1746,3565,3828
2022-03-18 10:00:00,2137,2039,3265,4070
2022-03-18 11:00:00,2181,2137,3104,4301
2022-03-18 12:00:00,2094,2181,2971,4419
2022-03-18 13:00:00,1905,2094,2817,4468
2022-03-18 14:00:00,1612,1905,2681,4355
2022-03-18 15:00:00,1200,1612,2359,4133
2022-03-18 16:00:00,818,1200,1822,3941
2022-03-18 17:00:00,605,818,1438,3796
2022-03-18 18:00:00,518,605,1335,3731
2022-03-18 19:00:00,489,518,1407,3624
2022-03-18 20:00:00,453,489,1445,3501
2022-03-18 21:00:00,367,453,1384,3506
2022-03-18 22:00:00,291,367,1294,3496
2022-03-18 23:00:00,201,291,2229,3337
2022-03-19 00:00:00,183,201,2109,3296
2022-03-19 01:00:00,176,183,1919,3202
2022-03-19 02:00:00,168,176,1823,3167
2022-03-19 03:00:00,176,168,1608,3129
2022-03-19 04:00:00,206,176,1343,3093
2022-03-19 05:00:00,264,206,1225,3135
2022-03-19 06:00:00,388,264,1220,3223
2022-03-19 07:00:00,523,388,1404,3300
2022-03-19 08:00:00,656,523,1746,3376
2022-03-19 09:00:00,750,656,2039,3420
2022-03-19 10:00:00,849,750,2137,3440
2022-03-19 11:00:00,954,849,2181,3439
2022-03-19 12:00:00,991,954,2094,3322
2022-03-19 13:00:00,927,991,1905,3081
2022-03-19 14:00:00,822,927,1612,2653
2022-03-19 15:00:00,716,822,1200,2250
2022-03-19 16:00:00,627,716,818,2069
2022-03-19 17:00:00,670,627,605,2133
2022-03-19 18:00:00,795,670,518,2182
2022-03-19 19:00:00,956,795,489,2246
2022-03-19 20:00:00,1104,956,453,2241
2022-03-19 21:00:00,1229,1104,367,2169
2022-03-19 22:00:00,1313,1229,291,2031
2022-03-19 23:00:00,1286,1313,201,1817
2022-03-20 00:00:00,1371,1286,183,1768
2022-03-20 01:00:00,1360,1371,176,1833
2022-03-20 02:00:00,1417,1360,168,2002
2022-03-20 03:00:00,1401,1417,176,2190
2022-03-20 04:00:00,1435,1401,206,2418
2022-03-20 05:00:00,1567,1435,264,2627
2022-03-20 06:00:00,1731,1567,388,2746
2022-03-20 07:00:00,1916,1731,523,2755
2022-03-20 08:00:00,2264,1916,656,2814
2022-03-20 09:00:00,2633,2264,750,2930
2022-03-20 10:00:00,3009,2633,849,3040
2022-03-20 11:00:00,3382,3009,954,3151
2022-03-20 12:00:00,3633,3382,991,3246
2022-03-20 13:00:00,3648,3633,927,3273
2022-03-20 14:00:00,3585,3648,822,3242
2022-03-20 15:00:00,3494,3585,716,3177
2022-03-20 16:00:00,3349,3494,627,3150
2022-03-20 17:00:00,3248,3349,670,3149
2022-03-20 18:00:00,3218,3248,795,3124
2022-03-20 19:00:00,3201,3218,956,3024
2022-03-20 20:00:00,3116,3201,1104,2895
2022-03-20 21:00:00,3066,3116,1229,2766
2022-03-20 22:00:00,2924,3066,1313,2605
2022-03-20 23:00:00,2990,2924,1286,2523
2022-03-21 00:00:00,2910,2990,1371,2494
2022-03-21 01:00:00,2782,2910,1360,2462
2022-03-21 02:00:00,2741,2782,1417,2414
2022-03-21 03:00:00,2641,2741,1401,2303
2022-03-21 04:00:00,2537,2641,1435,2269
2022-03-21 05:00:00,2492,2537,1567,2291
2022-03-21 06:00:00,2499,2492,1731,2252
2022-03-21 07:00:00,2366,2499,1916,2208
2022-03-21 08:00:00,2207,2366,2264,2261
2022-03-21 09:00:00,2095,2207,2633,2196
2022-03-21 10:00:00,1952,2095,3009,1962
2022-03-21 11:00:00,1851,1952,3382,1725
2022-03-21 12:00:00,1703,1851,3633,1566
2022-03-21 13:00:00,1480,1703,3648,1328
2022-03-21 14:00:00,1258,1480,3585,1015
2022-03-21 15:00:00,1076,1258,3494,746
2022-03-21 16:00:00,916,1076,3349,600
2022-03-21 17:00:00,874,916,3248,563
2022-03-21 18:00:00,854,874,3218,551
2022-03-21 19:00:00,813,854,3201,539
2022-03-21 20:00:00,734,813,3116,478
2022-03-21 21:00:00,667,734,3066,443
2022-03-21 22:00:00,574,667,2924,469
2022-03-21 23:00:00,444,574,2990,489
2022-03-22 00:00:00,378,444,2910,479
2022-03-22 01:00:00,303,378,2782,412
2022-03-22 02:00:00,246,303,2741,352
2022-03-22 03:00:00,178,246,2641,278
2022-03-22 04:00:00,113,178,2537,227
2022-03-22 05:00:00,115,113,2492,216
2022-03-22 06:00:00,227,115,2499,256
2022-03-22 07:00:00,365,227,2366,363
2022-03-22 08:00:00,519,365,2207,526
2022-03-22 09:00:00,634,519,2095,730
2022-03-22 10:00:00,721,634,1952,948
2022-03-22 11:00:00,749,721,1851,1046
2022-03-22 12:00:00,725,749,1703,1021
2022-03-22 13:00:00,631,725,1480,868
2022-03-22 14:00:00,493,631,1258,684
2022-03-22 15:00:00,359,493,1076,470
2022-03-22 16:00:00,240,359,916,260
2022-03-22 17:00:00,214,240,874,160
2022-03-22 18:00:00,235,214,854,155
2022-03-22 19:00:00,258,235,813,154
2022-03-22 20:00:00,279,258,734,157
2022-03-22 21:00:00,286,279,667,178
2022-03-22 22:00:00,259,286,574,204
2022-03-22 23:00:00,332,259,444,199
2022-03-23 00:00:00,269,332,378,225
2022-03-23 01:00:00,233,269,303,232
2022-03-23 02:00:00,215,233,246,235
2022-03-23 03:00:00,197,215,178,258
2022-03-23 04:00:00,195,197,113,339
2022-03-23 05:00:00,238,195,115,422
2022-03-23 06:00:00,343,238,227,482
2022-03-23 07:00:00,452,343,365,601
2022-03-23 08:00:00,569,452,519,807
2022-03-23 09:00:00,671,569,634,1080
2022-03-23 10:00:00,766,671,721,1427
2022-03-23 11:00:00,797,766,749,1670
2022-03-23 12:00:00,744,797,725,1744
2022-03-23 13:00:00,649,744,631,1707
2022-03-23 14:00:00,518,649,493,1667
2022-03-23 15:00:00,364,518,359,1592
2022-03-23 16:00:00,222,364,240,1641
2022-03-23 17:00:00,152,222,214,1850
2022-03-23 18:00:00,154,152,235,2095
2022-03-23 19:00:00,161,154,258,2399
2022-03-23 20:00:00,174,161,279,2614
2022-03-23 21:00:00,175,174,286,2818
2022-03-23 22:00:00,166,175,259,2937
2022-03-23 23:00:00,218,166,332,2771
2022-03-24 00:00:00,226,218,269,2964
2022-03-24 01:00:00,232,226,233,3050
2022-03-24 02:00:00,254,232,215,3141
2022-03-24 03:00:00,271,254,197,3216
2022-03-24 04:00:00,295,271,195,3332
2022-03-24 05:00:00,375,295,238,3441
2022-03-24 06:00:00,496,375,343,3662
2022-03-24 07:00:00,618,496,452,3805
2022-03-24 08:00:00,766,618,569,3719
2022-03-24 09:00:00,905,766,671,3565
2022-03-24 10:00:00,1014,905,766,3265
2022-03-24 11:00:00,1096,1014,797,3104
2022-03-24 12:00:00,1100,1096,744,2971
2022-03-24 13:00:00,1052,1100,649,2817
2022-03-24 14:00:00,974,1052,518,2681
2022-03-24 15:00:00,857,974,364,2359
2022-03-24 16:00:00,804,857,222,1822
2022-03-24 17:00:00,836,804,152,1438
2022-03-24 18:00:00,861,836,154,1335
2022-03-24 19:00:00,879,861,161,1407
2022-03-24 20:00:00,858,879,174,1445
2022-03-24 21:00:00,875,858,175,1384
2022-03-24 22:00:00,858,875,166,1294
2022-03-24 23:00:00,766,858,218,2229
2022-03-25 00:00:00,807,766,226,2109
2022-03-25 01:00:00,813,807,232,1919
2022-03-25 02:00:00,857,813,254,1823
2022-03-25 03:00:00,881,857,271,1608
2022-03-25 04:00:00,944,881,295,1343
2022-03-25 05:00:00,1091,944,375,1225
2022-03-25 06:00:00,1256,1091,496,1220
2022-03-25 07:00:00,1416,1256,618,1404
2022-03-25 08:00:00,1628,1416,766,1746
2022-03-25 09:00:00,1931,1628,905,2039
2022-03-25 10:00:00,2203,1931,1014,2137
2022-03-25 11:00:00,2466,2203,1096,2181
2022-03-25 12:00:00,2637,2466,1100,2094
2022-03-25 13:00:00,2655,2637,1052,1905
2022-03-25 14:00:00,2538,2655,974,1612
2022-03-25 15:00:00,2404,2538,857,1200
2022-03-25 16:00:00,2238,2404,804,818
2022-03-25 17:00:00,2128,2238,836,605
2022-03-25 18:00:00,2157,2128,861,518
2022-03-25 19:00:00,2225,2157,879,489
2022-03-25 20:00:00,2250,2225,858,453
2022-03-25 21:00:00,2330,2250,875,367
2022-03-25 22:00:00,2442,2330,858,291
2022-03-25 23:00:00,2881,2442,766,201
2022-03-26 00:00:00,2918,2881,807,183
2022-03-26 01:00:00,2846,2918,813,176
2022-03-26 02:00:00,2888,2846,857,168
2022-03-26 03:00:00,2821,2888,881,176
2022-03-26 04:00:00,2691,2821,944,206
2022-03-26 05:00:00,2651,2691,1091,264
2022-03-26 06:00:00,2577,2651,1256,388
2022-03-26 07:00:00,2321,2577,1416,523
2022-03-26 08:00:00,2164,2321,1628,656
2022-03-26 09:00:00,2085,2164,1931,750
2022-03-26 10:00:00,1907,2085,2203,849
2022-03-26 11:00:00,1856,1907,2466,954
2022-03-26 12:00:00,1841,1856,2637,991
2022-03-26 13:00:00,1603,1841,2655,927
2022-03-26 14:00:00,1298,1603,2538,822
2022-03-26 15:00:00,1064,1298,2404,716
2022-03-26 16:00:00,797,1064,2238,627
2022-03-26 17:00:00,640,797,2128,670
2022-03-26 18:00:00,559,640,2157,795
2022-03-26 19:00:00,466,559,2225,956
2022-03-26 20:00:00,318,466,2250,1104
2022-03-26 21:00:00,227,318,2330,1229
2022-03-26 22:00:00,208,227,2442,1313
2022-03-26 23:00:00,164,208,2881,1286
2022-03-27 00:00:00,244,164,2918,1371
2022-03-27 01:00:00,330,244,2846,1360
2022-03-27 02:00:00,520,330,2888,1417
2022-03-27 03:00:00,719,520,2821,1401
2022-03-27 04:00:00,900,719,2691,1435
2022-03-27 05:00:00,1127,900,2651,1567
2022-03-27 06:00:00,1342,1127,2577,1731
2022-03-27 07:00:00,1607,1342,2321,1916
2022-03-27 08:00:00,1945,1607,2164,2264
2022-03-27 09:00:00,2236,1945,2085,2633
2022-03-27 10:00:00,2414,2236,1907,3009
2022-03-27 11:00:00,2640,2414,1856,3382
2022-03-27 12:00:00,2860,2640,1841,3633
2022-03-27 13:00:00,2878,2860,1603,3648
2022-03-27 14:00:00,2691,2878,1298,3585
2022-03-27 15:00:00,2423,2691,1064,3494
2022-03-27 16:00:00,2247,2423,797,3349
2022-03-27 17:00:00,2160,2247,640,3248
2022-03-27 18:00:00,2273,2160,559,3218
2022-03-27 19:00:00,2376,2273,466,3201
2022-03-27 20:00:00,2379,2376,318,3116
2022-03-27 21:00:00,2300,2379,227,3066
2022-03-27 22:00:00,2223,2300,208,2924
2022-03-27 23:00:00,2114,2223,164,2990
2022-03-28 00:00:00,2198,2114,244,2910
2022-03-28 01:00:00,2236,2198,330,2782
2022-03-28 02:00:00,2356,2236,520,2741
2022-03-28 03:00:00,2359,2356,719,2641
2022-03-28 04:00:00,2385,2359,900,2537
2022-03-28 05:00:00,2427,2385,1127,2492
2022-03-28 06:00:00,2480,2427,1342,2499
2022-03-28 07:00:00,2589,2480,1607,2366
2022-03-28 08:00:00,2750,2589,1945,2207
2022-03-28 09:00:00,2857,2750,2236,2095
2022-03-28 10:00:00,2934,2857,2414,1952
2022-03-28 11:00:00,3162,2934,2640,1851
2022-03-28 12:00:00,3343,3162,2860,1703
2022-03-28 13:00:00,3393,3343,2878,1480
2022-03-28 14:00:00,3294,3393,2691,1258
2022-03-28 15:00:00,3096,3294,2423,1076
2022-03-28 16:00:00,2895,3096,2247,916
2022-03-28 17:00:00,2721,2895,2160,874
2022-03-28 18:00:00,2556,2721,2273,854
2022-03-28 19:00:00,2395,2556,2376,813
2022-03-28 20:00:00,2266,2395,2379,734
2022-03-28 21:00:00,2175,2266,2300,667
2022-03-28 22:00:00,1949,2175,2223,574
2022-03-28 23:00:00,1770,1949,2114,444
2022-03-29 00:00:00,1666,1770,2198,378
2022-03-29 01:00:00,1526,1666,2236,303
2022-03-29 02:00:00,1436,1526,2356,246
2022-03-29 03:00:00,1325,1436,2359,178
2022-03-29 04:00:00,1223,1325,2385,113
2022-03-29 05:00:00,1210,1223,2427,115
2022-03-29 06:00:00,1289,1210,2480,227
2022-03-29 07:00:00,1378,1289,2589,365
2022-03-29 08:00:00,1496,1378,2750,519
2022-03-29 09:00:00,1610,1496,2857,634
2022-03-29 10:00:00,1674,1610,2934,721
2022-03-29 11:00:00,1793,1674,3162,749
2022-03-29 12:00:00,1904,1793,3343,725
2022-03-29 13:00:00,2015,1904,3393,631
2022-03-29 14:00:00,1874,2015,3294,493
2022-03-29 15:00:00,1500,1874,3096,359
2022-03-29 16:00:00,1038,1500,2895,240
2022-03-29 17:00:00,704,1038,2721,214
2022-03-29 18:00:00,559,704,2556,235
2022-03-29 19:00:00,508,559,2395,258
2022-03-29 20:00:00,445,508,2266,279
2022-03-29 21:00:00,449,445,2175,286
2022-03-29 22:00:00,642,449,1949,259
2022-03-29 23:00:00,606,642,1770,332
2022-03-30 00:00:00,608,606,1666,269
2022-03-30 01:00:00,630,608,1526,233
2022-03-30 02:00:00,740,630,1436,215
2022-03-30 03:00:00,800,740,1325,197
2022-03-30 04:00:00,895,800,1223,195
2022-03-30 05:00:00,1013,895,1210,238
2022-03-30 06:00:00,1218,1013,1289,343
2022-03-30 07:00:00,1490,1218,1378,452
2022-03-30 08:00:00,1748,1490,1496,569
2022-03-30 09:00:00,1851,1748,1610,671
2022-03-30 10:00:00,1906,1851,1674,766
2022-03-30 11:00:00,2011,1906,1793,797
2022-03-30 12:00:00,2057,2011,1904,744
2022-03-30 13:00:00,2115,2057,2015,649
2022-03-30 14:00:00,1974,2115,1874,518
2022-03-30 15:00:00,1797,1974,1500,364
2022-03-30 16:00:00,1684,1797,1038,222
2022-03-30 17:00:00,1692,1684,704,152
2022-03-30 18:00:00,1651,1692,559,154
2022-03-30 19:00:00,1553,1651,508,161
2022-03-30 20:00:00,1492,1553,445,174
2022-03-30 21:00:00,1348,1492,449,175
2022-03-30 22:00:00,1289,1348,642,166
2022-03-30 23:00:00,1225,1289,606,218
2022-03-31 00:00:00,1191,1225,608,226
2022-03-31 01:00:00,1089,1191,630,232
2022-03-31 02:00:00,1080,1089,740,254
2022-03-31 03:00:00,1043,1080,800,271
2022-03-31 04:00:00,1008,1043,895,295
2022-03-31 05:00:00,1062,1008,1013,375
2022-03-31 06:00:00,1159,1062,1218,496
2022-03-31 07:00:00,1244,1159,1490,618
2022-03-31 08:00:00,1361,1244,1748,766
2022-03-31 09:00:00,1440,1361,1851,905
2022-03-31 10:00:00,1440,1440,1906,1014
2022-03-31 11:00:00,1426,1440,2011,1096
2022-03-31 12:00:00,1429,1426,2057,1100
2022-03-31 13:00:00,1462,1429,2115,1052
2022-03-31 14:00:00,1373,1462,1974,974
2022-03-31 15:00:00,1290,1373,1797,857
2022-03-31 16:00:00,1165,1290,1684,804
2022-03-31 17:00:00,1042,1165,1692,836
2022-03-31 18:00:00,891,1042,1651,861
2022-03-31 19:00:00,938,891,1553,879
2022-03-31 20:00:00,967,938,1492,858
2022-03-31 21:00:00,850,967,1348,875
2022-03-31 22:00:00,992,850,1289,858
2022-03-31 23:00:00,960,992,1225,766
2022-04-01 00:00:00,988,960,1191,807
2022-04-01 01:00:00,982,988,1089,813
2022-04-01 02:00:00,975,982,1080,857
2022-04-01 03:00:00,943,975,1043,881
2022-04-01 04:00:00,896,943,1008,944
2022-04-01 05:00:00,962,896,1062,1091
2022-04-01 06:00:00,1042,962,1159,1256
2022-04-01 07:00:00,1122,1042,1244,1416
2022-04-01 08:00:00,1325,1122,1361,1628
2022-04-01 09:00:00,1457,1325,1440,1931
2022-04-01 10:00:00,1441,1457,1440,2203
2022-04-01 11:00:00,1453,1441,1426,2466
2022-04-01 12:00:00,1482,1453,1429,2637
2022-04-01 13:00:00,1490,1482,1462,2655
2022-04-01 14:00:00,1439,1490,1373,2538
2022-04-01 15:00:00,1381,1439,1290,2404
2022-04-01 16:00:00,1252,1381,1165,2238
2022-04-01 17:00:00,1165,1252,1042,2128
2022-04-01 18:00:00,1039,1165,891,2157
2022-04-01 19:00:00,990,1039,938,2225
2022-04-01 20:00:00,999,990,967,2250
2022-04-01 21:00:00,932,999,850,2330
2022-04-01 22:00:00,1009,932,992,2442
2022-04-01 23:00:00,855,1009,960,2881
2022-04-02 00:00:00,692,855,988,2918
2022-04-02 01:00:00,644,692,982,2846
2022-04-02 02:00:00,618,644,975,2888
